0.973655,-1.68611,2.1087,-1.87023,-1.67823,0.20432
0.973594,-1.68613,2.10883,-1.87068,-1.67794,0.204091
0.973151,-1.68652,2.11004,-1.87377,-1.67594,0.201812
0.971808,-1.68746,2.11169,-1.87961,-1.67256,0.197493
0.968331,-1.68886,2.11253,-1.88212,-1.67056,0.192742
0.957598,-1.69616,2.11363,-1.87727,-1.67176,0.182087
0.934407,-1.71724,2.11873,-1.86342,-1.67431,0.158548
0.900843,-1.75025,2.12641,-1.84152,-1.67804,0.124725
0.858837,-1.78938,2.13618,-1.81692,-1.68205,0.0812819
0.808555,-1.83114,2.15028,-1.79669,-1.68683,0.0244624
0.753764,-1.86877,2.16592,-1.78407,-1.6921,-0.0364111
0.700926,-1.89521,2.17858,-1.77703,-1.69652,-0.0897244
0.664529,-1.89698,2.17829,-1.77966,-1.69932,-0.125727
0.645557,-1.87495,2.1639,-1.79013,-1.70069,-0.145293
0.631645,-1.84518,2.14645,-1.80886,-1.70337,-0.16643
0.618717,-1.81342,2.12798,-1.83051,-1.7044,-0.18981
0.608763,-1.7807,2.10806,-1.85184,-1.70429,-0.208247
0.602347,-1.74993,2.08878,-1.87155,-1.7029,-0.221479
0.603174,-1.7188,2.06867,-1.88949,-1.69952,-0.227357
0.61314,-1.68483,2.04613,-1.90677,-1.69444,-0.223506
0.63005,-1.64992,2.02312,-1.92291,-1.68845,-0.211666
0.651385,-1.6146,2.00094,-1.93895,-1.68181,-0.193805
0.676317,-1.57997,1.97934,-1.95427,-1.67461,-0.172715
0.7039,-1.54664,1.95853,-1.96852,-1.66721,-0.148327
0.732621,-1.51485,1.9381,-1.98098,-1.65962,-0.120784
0.761894,-1.48526,1.91795,-1.99214,-1.65169,-0.0907086
0.793505,-1.45697,1.89799,-2.00167,-1.64334,-0.0589407
0.824984,-1.43089,1.87924,-2.00974,-1.63553,-0.0270537
0.855839,-1.40684,1.86235,-2.01727,-1.62773,0.00467872
0.886765,-1.3855,1.84821,-2.02434,-1.61976,0.0374792
0.916012,-1.36915,1.83787,-2.03053,-1.612,0.0683966
0.944816,-1.35692,1.83154,-2.03599,-1.60427,0.0988227
0.973403,-1.35082,1.83044,-2.04073,-1.59652,0.127209
1.0025,-1.34866,1.83262,-2.04487,-1.58871,0.155284
1.03375,-1.34796,1.83522,-2.04774,-1.5806,0.185747
1.06656,-1.34794,1.83771,-2.04965,-1.5729,0.218129
1.10131,-1.34875,1.84091,-2.05165,-1.56516,0.251712
1.13767,-1.35019,1.84459,-2.05408,-1.55755,0.287802
1.17472,-1.35327,1.85031,-2.05675,-1.55026,0.325789
1.21316,-1.35909,1.85889,-2.06014,-1.54312,0.365371
1.25239,-1.36847,1.87211,-2.06436,-1.53626,0.406585
1.29248,-1.38098,1.88799,-2.06851,-1.53002,0.449514
1.3335,-1.39714,1.90577,-2.0715,-1.52444,0.49398
1.37356,-1.41717,1.92611,-2.07316,-1.51947,0.537965
1.41293,-1.44148,1.94934,-2.07372,-1.51791,0.578891
1.45176,-1.46966,1.97533,-2.07364,-1.51811,0.61786
1.4889,-1.50028,2.00285,-2.07269,-1.51801,0.654838
1.52377,-1.53145,2.03099,-2.07135,-1.51788,0.689343
1.55586,-1.56359,2.05996,-2.0699,-1.51791,0.72176
1.58604,-1.59395,2.08743,-2.06875,-1.51792,0.751934
1.6116,-1.61804,2.10895,-2.06787,-1.51816,0.77762
1.63074,-1.63487,2.12446,-2.06718,-1.51808,0.796756
1.64429,-1.64642,2.13531,-2.0676,-1.5182,0.810288
1.65221,-1.65197,2.14106,-2.06743,-1.5188,0.820534
1.65606,-1.6542,2.14373,-2.06772,-1.51932,0.826076
1.65795,-1.6552,2.14532,-2.06809,-1.51939,0.827864
1.65916,-1.65574,2.14649,-2.0687,-1.51976,0.829376
1.65916,-1.65574,2.14649,-2.0687,-1.51976,0.829376
